Date,Open,High,Low,Close,Volume,MA20,MA50
2025-01-14 00:00:00-05:00,603.659903819051,604.0789079674663,587.1783838616758,592.8651123046875,13598000,,
2025-01-15 00:00:00-05:00,608.7880143304319,621.0094674482275,605.0866380361617,615.681884765625,15524300,,
2025-01-16 00:00:00-05:00,610.0749733489131,614.8139040494975,608.2891666484603,609.8754272460938,8355300,,
2025-01-17 00:00:00-05:00,622.595722821053,623.5135618341703,602.2632108119018,611.342041015625,17280600,,
2025-01-21 00:00:00-05:00,616.3902400115962,620.0516704767022,607.5907866326766,615.0234375,11674000,,
2025-01-22 00:00:00-05:00,621.8474509712569,632.2232391929498,617.9864744815644,622.0469970703125,12274000,,
2025-01-23 00:00:00-05:00,625.897953878345,635.1164107716554,619.7024649482253,634.966796875,9910200,,
2025-01-24 00:00:00-05:00,634.916957345469,650.4805787372286,632.7220720484465,645.9810791015625,19065300,,
2025-01-27 00:00:00-05:00,625.1497368617698,662.3229161040041,623.6432460146609,658.3422241210938,28399200,,
2025-01-28 00:00:00-05:00,664.448000551763,680.989380738641,657.9331883748065,672.7586059570312,20950100,,
2025-01-29 00:00:00-05:00,673.4269342882086,679.4628227799124,664.1186605020307,674.9134521484375,21377800,,
2025-01-30 00:00:00-05:00,695.1961091898404,709.1335236960656,674.5243642695758,685.3989868164062,29322900,,
2025-01-31 00:00:00-05:00,689.3897407126141,703.6564047890081,683.9823881610954,687.573974609375,19303900,,
2025-02-03 00:00:00-05:00,674.3347681841834,702.3593313663864,673.6763331039097,695.8345947265625,21415700,,
2025-02-04 00:00:00-05:00,700.8628861544697,706.0607666337353,689.9982497177888,702.5489501953125,13826300,,
2025-02-05 00:00:00-05:00,701.9104247968392,716.466450844178,697.3810267994947,703.2273559570312,17778200,,
2025-02-06 00:00:00-05:00,704.2350030352095,717.2246803609337,701.860544580122,710.3307495117188,13080700,,
2025-02-07 00:00:00-05:00,715.1295132827424,723.3204021183071,710.091294290037,712.8548583984375,16427100,,
2025-02-10 00:00:00-05:00,716.885419282827,719.5192814719111,709.6722880239806,715.7281494140625,12904300,,
2025-02-11 00:00:00-05:00,711.6576791372714,721.9735485962613,708.3852936539699,718.12255859375,12998000,664.2708618164063,
2025-02-12 00:00:00-05:00,713.6330486346045,725.4055376689322,710.9393285513713,723.6895751953125,12016500,670.8120849609375,
2025-02-13 00:00:00-05:00,719.8386103490428,727.3011596897542,716.3666786322259,726.8621826171875,12569100,676.3710998535156,
2025-02-14 00:00:00-05:00,724.4477576855079,739.1832950443513,723.9289500509375,734.9531860351562,16901200,682.6249877929688,
2025-02-18 00:00:00-05:00,734.2848205070356,735.2824901001159,704.7937097713013,714.7005615234375,21938700,687.7929138183594,
2025-02-19 00:00:00-05:00,702.4591309680515,705.3523971238884,693.7694678476539,702.1299438476562,17535500,692.1482391357422,
2025-02-20 00:00:00-05:00,695.65501914406,703.9855351233361,692.0234875447729,693.220703125,12587400,695.7069244384766,
2025-02-21 00:00:00-05:00,694.9566951444989,702.2296844827868,680.7698020105673,681.95703125,15660400,698.0564361572266,
2025-02-24 00:00:00-05:00,684.6807257344343,685.6684089004975,660.9062419977378,666.572998046875,15677000,699.0860321044922,
2025-02-25 00:00:00-05:00,664.4180058682373,666.4433044201521,640.3642060071343,655.9677734375,20579700,698.9673095703125,
2025-02-26 00:00:00-05:00,658.1128192943592,681.4183680693286,656.4666399888893,672.1300659179688,14488700,698.9358825683594,
2025-02-27 00:00:00-05:00,680.8596586153011,687.0452225675066,656.0376330781108,656.7060546875,12500000,698.0255126953125,
2025-02-28 00:00:00-05:00,656.5065253896072,668.0695436166545,641.1025033038951,666.6428833007812,17534200,697.0877075195312,
2025-03-03 00:00:00-05:00,672.1100891704203,679.6624558029707,649.3233482384725,653.5234985351562,10843800,695.3851837158203,
2025-03-04 00:00:00-05:00,644.005714168679,648.2358235359192,622.196671295492,638.508544921875,21495200,692.5188812255859,
2025-03-05 00:00:00-05:00,639.5062052303152,657.9630925887565,636.173962017042,654.9401245117188,13770000,690.1384399414062,
2025-03-06 00:00:00-05:00,646.4898483233629,649.0438798563313,622.6555088997344,626.4666137695312,13446500,686.3004028320313,
2025-03-07 00:00:00-05:00,623.9126020486227,633.3106321661818,599.2102942304716,624.201904296875,21375700,681.9939605712891,
2025-03-10 00:00:00-04:00,606.65296218488,608.6881862514739,585.502354444259,596.596435546875,21999900,676.181039428711,
2025-03-11 00:00:00-04:00,593.6632701142687,613.4969461931333,591.9473076689873,604.2984619140625,17401500,670.6095550537109,
2025-03-12 00:00:00-04:00,628.4321419951534,631.8541416152899,607.9299818068337,618.1162109375,15747000,665.6092376708984,
2025-03-13 00:00:00-04:00,618.8045942687469,619.0540116787705,585.1432303548188,589.2636108398438,16480300,658.887939453125,
2025-03-14 00:00:00-04:00,601.9302652875026,607.9815194546456,593.921878023224,606.7233276367188,12364500,652.8809967041016,
2025-03-17 00:00:00-04:00,606.5835867430537,612.2154031063742,597.1372135641119,604.0272827148438,15473900,646.3347015380859,
2025-03-18 00:00:00-04:00,599.1841923852631,599.383916000254,573.8308122814993,581.5197143554688,20297700,639.6756591796875,
2025-03-19 00:00:00-04:00,583.437060479347,591.465438844832,573.9407712608652,583.2173461914062,20537500,633.730029296875,
2025-03-20 00:00:00-04:00,581.9191646208485,609.3195747902407,578.6738539383629,585.1544799804688,24336500,628.3267181396484,
2025-03-21 00:00:00-04:00,582.5782039839329,596.6778262742098,580.1117970416443,595.3897094726562,25015900,623.9983520507812,
2025-03-24 00:00:00-04:00,614.0826855144928,621.6417707519487,611.3167235438618,617.9570922851562,15741300,621.5675567626953,
2025-03-25 00:00:00-04:00,625.8557350102046,632.9654575641416,620.2837686391537,625.4063720703125,15312500,620.0394866943359,
2025-03-26 00:00:00-04:00,623.9884142880119,625.8457160257799,605.7347596820686,610.0984497070312,12609800,616.9379058837891,651.9271875
2025-03-27 00:00:00-04:00,601.1313910896048,613.3637159082887,599.2341081674626,601.7105712890625,10436500,614.1881317138672,652.1040966796875
2025-03-28 00:00:00-04:00,599.4438360887048,600.8817608125378,573.091898457094,575.9078369140625,17602800,609.6513793945312,651.3086157226562
2025-03-31 00:00:00-04:00,562.6870107661883,577.86509316616,552.5017146196878,575.5284423828125,21124700,605.7516265869141,650.6216760253906
2025-04-01 00:00:00-04:00,570.01638065981,589.0588115540622,569.1775658513092,585.1544799804688,12836600,603.0839233398438,650.0979248046875
2025-04-02 00:00:00-04:00,574.080458474082,591.8048477070258,572.5327070966798,583.0874633789062,13470800,599.4912902832032,649.4592053222656
2025-04-03 00:00:00-04:00,545.4318768443412,551.7627562198618,529.5348635095143,530.8529663085938,34777500,594.7106079101562,647.6353247070313
2025-04-04 00:00:00-04:00,505.8890272194756,517.2526126590658,493.48696426685154,504.00177001953125,38589800,588.7006011962891,645.0160241699218
2025-04-07 00:00:00-04:00,484.40007792998455,538.5917633076846,481.2046828713169,515.505126953125,36606100,584.6460357666016,642.4065051269531
2025-04-08 00:00:00-04:00,542.466195243981,546.6401569981987,502.1344555804991,509.7135314941406,28034200,579.9167892456055,639.433931274414
2025-04-09 00:00:00-04:00,508.5352100791647,587.0418020934284,501.38553692930896,584.9248657226562,39216600,578.2572219848632,637.6772564697266
2025-04-10 00:00:00-04:00,574.6597156332648,580.4613309550042,534.5276963693453,545.5018310546875,28173500,576.0691329956055,635.0890240478516
2025-04-11 00:00:00-04:00,534.7373976799885,546.6102578983532,527.8273986400332,542.7857666015625,17642300,572.8722549438477,632.2367596435547
2025-04-14 00:00:00-04:00,555.3675132456816,556.9652412544987,527.5178006421743,530.713134765625,14130900,569.2065475463867,629.0995428466797
2025-04-15 00:00:00-04:00,531.3422648985347,537.163870525552,516.7533586187461,520.767578125,15558700,566.1689407348633,625.5982025146484
2025-04-16 00:00:00-04:00,507.7763329602169,512.629306338645,494.91491131205976,501.58526611328125,18735100,562.0873367309571,621.5789288330078
2025-04-17 00:00:00-04:00,504.52101935573154,506.5680494021945,497.2914750644452,500.7564697265625,14593500,557.8674362182617,617.5295111083984
2025-04-21 00:00:00-04:00,490.62108316605304,492.78796564319924,479.1077201623686,483.9607238769531,16166000,552.2959869384765,613.0021105957031
2025-04-22 00:00:00-04:00,491.16032727526476,506.1486806655398,485.6582673272301,499.5581970214844,17399400,546.3760421752929,608.736177368164
2025-04-23 00:00:00-04:00,527.7674399584153,534.5676117147929,515.7747588305107,519.5193481445312,18173900,541.081690979004,604.8120013427734
2025-04-24 00:00:00-04:00,517.981559558718,533.1297162437559,516.7533536993726,532.3807983398438,13910000,537.1958084106445,601.0971661376954
2025-04-25 00:00:00-04:00,546.0110541474862,549.0666366821536,535.4762880818677,546.4804077148438,17098900,534.4343002319335,597.552982788086
2025-04-28 00:00:00-04:00,554.8383503772915,557.6842140858612,539.8100763507483,548.9468383789062,15179000,533.0862503051758,593.9946759033203
2025-04-29 00:00:00-04:00,545.2122501842537,555.767007469421,543.3349577071189,553.6400756835938,11835000,531.9918319702149,590.368413696289
2025-04-30 00:00:00-04:00,537.623204130374,548.3077170802433,528.7360209480661,548.2078857421875,29244000,530.1445022583008,587.038560180664
2025-05-01 00:00:00-04:00,591.2257247848668,592.0944646154164,569.676844774487,571.3843994140625,31159000,529.5593490600586,584.4236492919922
2025-05-02 00:00:00-04:00,582.6182570229101,603.4681380658725,577.4956532612366,596.15869140625,24739300,532.8246353149414,582.4824090576171
2025-05-05 00:00:00-04:00,590.3669612530514,602.3397133318473,587.2015519796344,598.4053955078125,13887700,537.5448165893555,580.8113763427734
2025-05-06 00:00:00-04:00,591.6751469367607,595.1700972546984,585.7337192068476,586.462646484375,10600700,541.092692565918,579.2091693115234
2025-05-07 00:00:00-04:00,589.5082075152634,602.2098866527917,585.8235290496914,595.9489135742188,13139100,545.4044616699218,578.0087921142579
2025-05-08 00:00:00-04:00,605.4152389401659,610.4180203966848,595.7592076246763,597.147216796875,14622800,546.0155792236328,576.5091351318359
2025-05-09 00:00:00-04:00,602.8489716185445,606.0942827774223,590.8563498854548,591.6351928710938,10427300,548.3222473144531,575.2077178955078
2025-05-12 00:00:00-04:00,630.0096542338201,639.4660220500658,620.1339704306981,638.5073852539062,21965100,553.1083282470703,574.6450079345703
2025-05-13 00:00:00-04:00,644.608580079292,659.966394384485,641.9025291274511,655.08349609375,18570800,559.3268463134766,574.6762078857422
2025-05-14 00:00:00-04:00,660.2559976740721,661.7138521126336,653.365928933295,658.4086303710938,12348200,566.2088989257812,575.0742095947265
2025-05-15 00:00:00-04:00,653.336007607732,656.3616041086932,637.6586480133124,642.9509887695312,14341800,573.2771850585938,574.8344268798828
2025-05-16 00:00:00-04:00,637.039566707962,639.515969035449,625.2466087350075,639.4161376953125,18519000,580.2101684570313,575.0934173583985
2025-05-19 00:00:00-04:00,627.3435620408461,642.0722807676308,626.89419911061,639.5059814453125,9592400,587.9874313354492,575.3994989013672
2025-05-20 00:00:00-04:00,635.0923928837207,638.427539897765,631.3478032754666,636.1807861328125,6743500,594.8185607910157,576.191185913086
2025-05-21 00:00:00-04:00,630.8784605589066,645.6770862594399,629.2608026960274,634.5831298828125,11464600,600.5717498779297,576.796879272461
2025-05-22 00:00:00-04:00,633.1351667006269,642.321904930245,629.8000198555354,635.6515502929688,8228400,605.7352874755859,577.1475860595704
2025-05-23 00:00:00-04:00,623.0996908529319,631.5375113559843,621.7516630159821,626.1552734375,8454100,609.7190307617187,577.8854193115235
2025-05-27 00:00:00-04:00,634.4931853284312,642.1521627133571,631.8370500697896,641.3932495117188,9508400,614.3413513183593,578.5788177490234
2025-05-28 00:00:00-04:00,641.6728007707804,649.9408832345952,641.6228851026552,642.6514282226562,9042900,618.7919189453125,579.3513006591797
2025-05-29 00:00:00-04:00,650.7098379625838,652.3774114577973,638.5773433389169,644.1193237304688,8858800,623.5874908447265,580.6032928466797
2025-05-30 00:00:00-04:00,641.5729954990708,648.4729988751875,631.8670488528962,646.5557861328125,16241000,627.346060180664,581.8700616455078
2025-06-02 00:00:00-04:00,643.4603060358205,672.2886482991516,643.3304887205626,669.9320678710938,15766300,631.0347290039062,583.5656134033203
2025-06-03 00:00:00-04:00,670.4812168844167,674.6052628286036,664.0704969861027,665.8878173828125,11585000,634.4088500976562,584.9755755615234
2025-06-04 00:00:00-04:00,668.3542730450752,688.0058702697532,667.6053551891937,686.9573974609375,14031900,639.4335876464844,586.355581665039
2025-06-05 00:00:00-04:00,690.6620226565076,693.3781298406639,681.2656265406558,683.6322021484375,13083100,643.8177520751954,587.5200982666015
2025-06-06 00:00:00-04:00,695.1655520394484,701.7959865050877,690.8717682492216,696.703369140625,11728000,648.7955596923828,589.2521966552735
2025-06-09 00:00:00-04:00,697.4522697198046,704.1725400365549,692.9387717641956,693.05859375,12773200,653.8667297363281,591.0791571044922
2025-06-10 00:00:00-04:00,700.3380628694553,702.2153552678959,690.5622098918083,701.3865966796875,10850100,657.0106903076172,593.5887322998046
2025-06-11 00:00:00-04:00,702.6946882022667,707.8472163839234,690.9915664747034,693.1384887695312,9582500,658.9134399414063,595.9409332275391
2025-06-12 00:00:00-04:00,692.2997081453341,694.3767242272471,686.0088098513999,692.359619140625,7322700,660.6109893798828,598.0850360107422
2025-06-13 00:00:00-04:00,686.9574533802801,693.5678973171928,680.0274638185289,681.884765625,9274400,662.5576782226562,600.0609820556641
2025-06-16 00:00:00-04:00,698.8583271202571,706.6730599404123,693.042245323344,701.6464233398438,13720300,665.6691925048829,603.4768511962891
2025-06-17 00:00:00-04:00,701.5265067822095,705.4937997727949,695.5905108235235,696.7597045898438,10066100,668.5318786621094,607.3320098876953
2025-06-18 00:00:00-04:00,697.7090678240436,701.1168019237268,694.4313119124115,695.3007202148438,10068300,671.4878753662109,610.9279217529297
2025-06-20 00:00:00-04:00,700.2773225024961,701.3466080737581,678.2121990654855,681.8897094726562,22538600,673.8532043457031,614.3714453125
2025-06-23 00:00:00-04:00,683.2288810707365,698.578506730811,678.2922104620159,698.0588989257812,11080100,676.9735717773438,616.6341259765625
2025-06-24 00:00:00-04:00,704.4145982313105,712.7089880581048,701.6364439383941,711.7196655273438,13823200,681.2517913818359,619.9584826660156
2025-06-25 00:00:00-04:00,712.8389115768144,716.0967226422507,704.9042642374237,708.2020263671875,9320400,684.5922302246094,623.2668078613282
2025-06-26 00:00:00-04:00,713.8781511444844,727.7287879670295,710.5703861718163,725.6002807617188,13964800,688.7396728515625,627.16455078125
2025-06-27 00:00:00-04:00,726.0300029969949,734.933966624867,725.3704139910845,733.1351928710938,18775700,693.1904663085937,631.4119030761718
2025-06-30 00:00:00-04:00,744.0478281561813,747.3956053545359,733.7547871608941,737.5922241210938,15402100,697.7422882080078,636.1320422363282
2025-07-01 00:00:00-04:00,736.3829859262192,737.2523942395003,714.8874844693272,718.73486328125,13431200,700.1824279785156,640.4916101074218
2025-07-02 00:00:00-04:00,714.8475066710681,719.814124987759,712.3191839508311,713.0886840820312,9336700,702.5424713134765,645.0741693115234
2025-07-03 00:00:00-04:00,726.1198736779997,728.5382852595793,713.9380936153356,718.5250244140625,8601700,704.1208526611329,649.453505859375
2025-07-07 00:00:00-04:00,717.1159843593155,726.5096688493239,713.0287770502092,717.865478515625,9457100,705.8325164794921,653.4204284667969
2025-07-08 00:00:00-04:00,721.0833162832664,722.4223783113574,714.3278660699458,720.1838989257812,7770700,707.00654296875,657.1764904785156
2025-07-09 00:00:00-04:00,722.2324935525554,737.0325627099321,722.2324935525554,732.2857666015625,11418000,708.9679016113281,660.89259765625
2025-07-10 00:00:00-04:00,731.0565410529589,735.3036743334181,719.1145893949879,726.7494506835938,9913600,710.2360443115234,664.4486499023437
2025-07-11 00:00:00-04:00,722.0126865863356,724.6708656262394,709.2213321577215,717.0260620117188,10873900,711.4304229736329,667.7163696289062
2025-07-14 00:00:00-04:00,717.1159478712506,727.5089573741911,716.0666683046045,720.4337158203125,8939400,712.8341278076172,671.1608862304688
2025-07-15 00:00:00-04:00,723.4117865461602,723.9813484321952,709.3412657918492,709.910888671875,11529500,714.2354339599609,673.931416015625
2025-07-16 00:00:00-04:00,712.8888186148534,713.4883895101593,698.7983536292803,702.4358520507812,13067600,714.2749053955079,676.0569592285157
2025-07-17 00:00:00-04:00,703.9149211888315,705.4239124906103,696.6398020897627,700.9368896484375,11803300,714.4837646484375,678.1075891113281
2025-07-18 00:00:00-04:00,701.7163755426589,704.2346953216606,691.1835067266235,703.8049926757812,12779800,714.9089782714843,680.4544360351563
2025-07-21 00:00:00-04:00,706.323253430884,716.5163857618587,705.283976865439,712.4890747070312,9404400,716.4389465332031,682.7852392578125
2025-07-22 00:00:00-04:00,715.7069236590216,716.1166202717292,700.936863669917,704.3345947265625,8921100,716.7527313232422,684.9289868164062
2025-07-23 00:00:00-04:00,705.8935351714335,714.1479734039639,704.4545040389586,713.0986938476562,8771600,716.8216827392578,687.3582568359375
2025-07-24 00:00:00-04:00,716.5663535187755,723.1319295191287,713.518422874761,714.31787109375,10920800,717.127474975586,688.8744665527344
2025-07-25 00:00:00-04:00,716.4364100852231,720.1639356225638,711.4198376232321,712.1992797851562,8271700,716.4574249267578,690.0167822265626
2025-07-28 00:00:00-04:00,714.7176423374738,724.2511860836681,712.199322444747,717.14599609375,8715700,715.6579650878906,691.1915295410156
2025-07-29 00:00:00-04:00,719.5143415178571,723.9812971110003,699.4378659012062,699.52783203125,13267000,713.7547454833984,692.32306640625
2025-07-30 00:00:00-04:00,707.6124059283386,708.0221025377599,690.7337839335887,694.7410888671875,27077300,712.5550567626954,693.4295654296875
2025-07-31 00:00:00-04:00,774.6771576404832,784.2207041864842,764.9936908827026,772.9183349609375,38831100,715.5465393066406,696.0978125
2025-08-01 00:00:00-04:00,760.2168907933417,765.4833558536491,744.8073082016023,749.504150390625,19028700,717.0954956054687,698.3642797851562
2025-08-04 00:00:00-04:00,759.4874200926632,776.3260312589632,757.898465626429,775.8463745117188,15801700,719.9945404052735,701.1895446777344
2025-08-05 00:00:00-04:00,775.9262968482556,782.6017838704779,762.485356671436,762.945068359375,11640300,722.1325988769531,703.7354150390624
2025-08-06 00:00:00-04:00,769.4806512883487,773.1182108239055,759.9471077743785,771.4692993164062,9733900,724.0917755126953,706.6416955566406
2025-08-07 00:00:00-04:00,772.9682705923176,774.4772618550992,759.037670694158,761.316162109375,9019700,725.8201110839843,709.0401538085938
2025-08-08 00:00:00-04:00,762.2355578226991,769.3807598518028,758.0683873872562,768.7811279296875,7320800,728.4078643798828,711.5627478027344
2025-08-11 00:00:00-04:00,769.5606371158788,772.9383623565644,764.1542517302764,765.3534545898438,7612000,730.6538513183593,713.9874304199219
2025-08-12 00:00:00-04:00,772.4786291967464,793.13467067664,771.9090063294184,789.4671630859375,14563100,734.6316650390625,716.8456579589844
2025-08-13 00:00:00-04:00,790.6164352280034,794.9235259193555,777.7051051745191,779.5538940429688,8811800,738.4875671386719,719.0380944824219
2025-08-14 00:00:00-04:00,777.3553445445746,787.2786396920953,771.9889713529242,781.6024780273438,8116200,742.5208465576172,721.3523876953125
2025-08-15 00:00:00-04:00,783.621150744718,795.7129654452535,780.293379600551,784.7003784179688,13375400,746.5656158447266,723.3072473144531
2025-08-18 00:00:00-04:00,774.5672416992095,775.2867267942328,756.0497105947067,766.8524169921875,16513700,749.2837829589844,724.9716516113281
2025-08-19 00:00:00-04:00,766.6026107662994,766.6525648449835,748.854579245516,750.97314453125,12286700,751.6157104492188,726.0570471191406
2025-08-20 00:00:00-04:00,747.0657749776972,749.6940059349637,730.506944043105,747.2156372070312,11898200,753.3215576171875,727.1401879882812
2025-08-21 00:00:00-04:00,744.2077027473434,744.9971479214436,732.6154905427838,738.6014404296875,8876300,754.5357360839844,727.8844848632813
2025-08-22 00:00:00-04:00,738.7313812096488,756.389506981927,733.8946798718869,754.2808837890625,10612700,756.6398162841797,729.1073327636718
2025-08-25 00:00:00-04:00,754.3108643612958,758.3681233608074,749.6240254313439,752.7918701171875,6861200,758.4221099853515,730.3159777832032
2025-08-26 00:00:00-04:00,750.2936075268326,754.3608698171868,747.4355511046348,753.5913696289062,7601800,761.1252868652343,731.7501098632813
2025-08-27 00:00:00-04:00,751.7925800305345,753.6413688476172,742.338999603057,746.8759155273438,8315400,763.7320281982422,732.6546997070312
2025-08-28 00:00:00-04:00,743.4982035863915,752.5420875468095,740.3003496517379,750.6033935546875,7468000,762.6162811279297,733.7315734863281
2025-08-29 00:00:00-04:00,744.7773613013366,746.6360921511391,734.8540051000575,738.2017822265625,9070500,762.0511627197266,734.5895947265625
2025-09-02 00:00:00-04:00,725.5502463590637,735.5035500540433,721.2431559989143,734.6141357421875,9350900,759.98955078125,735.6440832519531
2025-09-03 00:00:00-04:00,735.5035768564753,739.7507102826166,733.4949228182503,736.5528564453125,7699300,758.6699401855469,736.4139624023437
2025-09-04 00:00:00-04:00,748.0651174458885,760.6465916805791,745.3169722452417,748.1450805664062,11439100,757.5037292480469,737.142470703125
2025-09-05 00:00:00-04:00,752.1123731440612,757.4387952805295,744.5275265518461,751.9425048828125,9663400,757.0350463867187,738.0172802734374
2025-09-08 00:00:00-04:00,755.4900579545978,765.992978439962,751.5127620882034,751.7925415039062,13087800,756.1856170654297,738.5411254882813
2025-09-09 00:00:00-04:00,756.9790485610613,765.7831036056251,752.9217895494754,765.1835327148438,10999000,756.1771209716796,739.1820922851563
2025-09-10 00:00:00-04:00,764.6139331888977,765.1835560495044,750.4934588375091,751.4727783203125,12478300,754.2774017333984,739.4597033691406
2025-09-11 00:00:00-04:00,754.1410253741255,756.5893240941964,747.8652318538085,750.3935546875,7923300,752.819384765625,740.0928771972656
2025-09-12 00:00:00-04:00,748.2249639979328,757.0590282777322,743.2583455274284,755.0803833007812,8248600,751.4932800292969,740.9327111816406
2025-09-15 00:00:00-04:00,756.9590394303372,773.547878937133,751.4827553370264,764.1842041015625,10533800,750.4674713134766,741.8458947753907
2025-09-16 00:00:00-04:00,766.4826425887807,780.8329418323293,764.583899780601,778.4745483398438,11782500,751.0485778808594,743.058076171875
2025-09-17 00:00:00-04:00,779.4639169106475,782.7616789884555,765.7931508650867,775.19677734375,9400900,752.2597595214844,744.1583337402344
2025-09-18 00:00:00-04:00,780.223417654285,788.2480310412486,772.8383872533639,779.7237548828125,10955000,753.8851654052735,745.1070935058593
2025-09-19 00:00:00-04:00,785.8895354575697,790.2665859871321,768.6711767678263,777.85498046875,23696800,755.8478424072266,746.1292041015626
2025-09-22 00:00:00-04:00,781.8499755859375,785.72998046875,764.469970703125,765.1599731445312,11706900,756.391796875,747.0918823242188
2025-09-23 00:00:00-04:00,769.25,770.5999755859375,751.0700073242188,755.4000244140625,10872600,756.5222045898438,747.7912084960938
2025-09-24 00:00:00-04:00,757.5,761.1099853515625,752.530029296875,760.6599731445312,8828200,756.875634765625,748.8061901855468
2025-09-25 00:00:00-04:00,753.4500122070312,756.77001953125,744.5499877929688,748.9099731445312,10591100,756.9773376464843,749.7356726074219
2025-09-26 00:00:00-04:00,750.0,751.9299926757812,737.3499755859375,743.75,9696300,756.63466796875,750.5919348144531
2025-09-29 00:00:00-04:00,748.719970703125,750.780029296875,739.1500244140625,743.4000244140625,9246800,756.894580078125,751.3838354492187
2025-09-30 00:00:00-04:00,742.25,742.969970703125,726.2999877929688,734.3800048828125,16226800,756.8828735351562,751.8216540527344
2025-10-01 00:00:00-04:00,721.489990234375,721.8499755859375,710.2000122070312,717.3400268554688,20373300,755.922232055664,752.0817626953125
